ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP
jBWyajDp,Vitoria,Chapecoense-SC,0,0,0,1,2014-08-17,15,1.79,3.34,4.45,2014,serie-a
KSu64CkN,Coritiba,Flamengo RJ,0,1,1,2,2014-08-17,15,1.87,3.26,4.16,2014,serie-a
Qovj8fjb,Botafogo RJ,Fluminense,2,0,2,0,2014-08-17,15,3.64,3.27,1.99,2014,serie-a
U1VubASj,Gremio,Criciuma,2,0,2,0,2014-08-17,15,1.53,3.69,6.21,2014,serie-a
x4j15hzH,Palmeiras,Sao Paulo,1,2,3,2,2014-08-17,15,2.59,3.14,2.64,2014,serie-a
YVqA3W4T,Cruzeiro,Santos,3,0,3,0,2014-08-17,15,1.48,3.88,6.62,2014,serie-a
0pMLbsJ1,Bahia,Criciuma,0,0,0,1,2014-08-21,16,1.76,3.33,4.70,2014,serie-a
6sDBL4QE,Chapecoense-SC,Fluminense,1,0,1,0,2014-08-21,16,2.84,3.06,2.47,2014,serie-a
AeT81qZr,Santos,Atletico-PR,2,0,2,0,2014-08-21,16,1.68,3.48,4.92,2014,serie-a
EmQPc1Y7,Internacional,Sao Paulo,0,1,1,2,2014-08-21,16,1.86,3.33,4.07,2014,serie-a
j7GzKikA,Sport Recife,Palmeiras,2,1,3,0,2014-08-21,16,2.23,3.18,3.11,2014,serie-a
SjE7MpB8,Figueirense,Botafogo RJ,1,0,1,0,2014-08-21,16,2.41,3.17,2.83,2014,serie-a
vVXC03lk,Coritiba,Vitoria,2,0,2,0,2014-08-21,16,1.76,3.42,4.48,2014,serie-a
vXCWKXZ3,Flamengo RJ,Atletico-MG,2,1,3,0,2014-08-21,16,2.58,3.15,2.62,2014,serie-a
ILWGaN3e,Cruzeiro,Gremio,1,0,1,0,2014-08-22,16,1.59,3.66,5.67,2014,serie-a
YV5uJB4G,Corinthians,Goias,5,2,7,0,2014-08-22,16,1.50,3.65,6.96,2014,serie-a
Is8iC0m1,Atletico-MG,Internacional,1,0,1,0,2014-08-23,17,2.08,3.22,3.39,2014,serie-a
ngU8KOuL,Botafogo RJ,Chapecoense-SC,1,0,1,0,2014-08-23,17,1.79,3.29,4.44,2014,serie-a
dSJrEMIl,Palmeiras,Coritiba,1,0,1,0,2014-08-24,17,1.96,3.24,3.73,2014,serie-a
nHCeBK27,Vitoria,Figueirense,0,1,1,2,2014-08-24,17,1.85,3.38,4.00,2014,serie-a
Q7BaAvID,Gremio,Corinthians,2,1,3,0,2014-08-24,17,2.21,2.96,3.39,2014,serie-a
QqTCJreR,Fluminense,Sport Recife,4,0,4,0,2014-08-24,17,1.50,3.82,6.20,2014,serie-a
rPFvF23r,Sao Paulo,Santos,2,1,3,0,2014-08-24,17,1.85,3.28,4.13,2014,serie-a
SQfqIjyK,Goias,Cruzeiro,0,1,1,2,2014-08-24,17,3.89,3.27,1.92,2014,serie-a
UuxtJWLD,Criciuma,Flamengo RJ,0,2,2,2,2014-08-24,17,2.18,3.05,3.34,2014,serie-a
vi9mDtYf,Atletico-PR,Bahia,0,0,0,1,2014-08-24,17,1.85,3.30,4.12,2014,serie-a
KOZNA8Tg,Palmeiras,Internacional,0,1,1,2,2014-08-30,18,2.72,2.99,2.62,2014,serie-a
SlwW8nb6,Cruzeiro,Chapecoense-SC,4,2,6,0,2014-08-30,18,1.28,4.97,9.94,2014,serie-a
ADSz86DC,Vitoria,Flamengo RJ,1,2,3,2,2014-08-31,18,2.31,3.10,3.06,2014,serie-a
EoZR9Sr0,Coritiba,Atletico-MG,0,0,0,1,2014-08-31,18,2.40,3.13,2.88,2014,serie-a
f1EQUTKP,Goias,Atletico-PR,3,1,4,0,2014-08-31,18,2.09,3.17,3.42,2014,serie-a
GAFMV95J,Figueirense,Sao Paulo,1,1,2,1,2014-08-31,18,2.81,3.15,2.43,2014,serie-a
l4Rv7QSI,Gremio,Bahia,1,0,1,0,2014-08-31,18,1.55,3.57,6.25,2014,serie-a
MmfmHAjQ,Botafogo RJ,Santos,1,0,1,0,2014-08-31,18,2.44,3.06,2.90,2014,serie-a
OdtFCUbs,Sport Recife,Criciuma,2,0,2,0,2014-08-31,18,1.76,3.38,4.50,2014,serie-a
tYzKBlEm,Corinthians,Fluminense,1,1,2,1,2014-08-31,18,1.77,3.37,4.51,2014,serie-a
0rigQmTt,Flamengo RJ,Gremio,0,1,1,2,2014-09-06,19,2.34,2.96,3.14,2014,serie-a
nag5NoDa,Santos,Vitoria,3,1,4,0,2014-09-06,19,1.52,3.81,6.21,2014,serie-a
4zlAM5S5,Atletico-PR,Palmeiras,1,1,2,1,2014-09-07,19,2.05,3.28,3.47,2014,serie-a
88f1ORcg,Sao Paulo,Sport Recife,2,0,2,0,2014-09-07,19,1.41,4.26,7.08,2014,serie-a
EoecP7rm,Fluminense,Cruzeiro,3,3,6,1,2014-09-07,19,2.44,3.22,2.76,2014,serie-a
hxGWw7ct,Chapecoense-SC,Goias,0,0,0,1,2014-09-07,19,2.13,3.06,3.49,2014,serie-a
jTT4rmkP,Criciuma,Corinthians,0,0,0,1,2014-09-07,19,3.32,3.06,2.20,2014,serie-a
lOkMJ3CO,Internacional,Figueirense,2,3,5,2,2014-09-07,19,1.45,3.95,7.09,2014,serie-a
rRnELPsC,Atletico-MG,Botafogo RJ,1,0,1,0,2014-09-07,19,1.58,3.73,5.47,2014,serie-a
xlnIKqcI,Bahia,Coritiba,0,0,0,1,2014-09-07,19,2.38,2.93,3.12,2014,serie-a
02JvxoSh,Botafogo RJ,Sao Paulo,2,4,6,2,2014-09-11,20,5.07,3.64,1.64,2014,serie-a
jiCiZrCB,Palmeiras,Criciuma,1,0,1,0,2014-09-11,20,1.76,3.35,4.62,2014,serie-a
jPkKzdmG,Goias,Flamengo RJ,1,0,1,0,2014-09-11,20,2.95,3.06,2.40,2014,serie-a
MkoGyxY9,Figueirense,Fluminense,1,1,2,1,2014-09-11,20,2.83,3.20,2.39,2014,serie-a
nXh3vvli,Vitoria,Internacional,2,0,2,0,2014-09-11,20,2.96,3.15,2.33,2014,serie-a
ranCxII3,Gremio,Atletico-PR,1,0,1,0,2014-09-11,20,1.46,3.92,6.89,2014,serie-a
rR8qy5sa,Sport Recife,Santos,3,1,4,0,2014-09-11,20,2.51,3.11,2.73,2014,serie-a
UsBeY2RH,Coritiba,Chapecoense-SC,3,0,3,0,2014-09-11,20,1.69,3.33,5.25,2014,serie-a
dUCmzPd5,Corinthians,Atletico-MG,1,0,1,0,2014-09-12,20,2.01,3.09,3.82,2014,serie-a
fw6HGzdp,Cruzeiro,Bahia,2,1,3,0,2014-09-12,20,1.28,5.06,9.69,2014,serie-a
CvvTYZHS,Fluminense,Palmeiras,3,0,3,0,2014-09-13,21,1.57,3.74,5.51,2014,serie-a
Qs42mZWL,Chapecoense-SC,Sport Recife,3,1,4,0,2014-09-13,21,2.01,3.15,3.71,2014,serie-a
d2CoiHXd,Atletico-MG,Gremio,0,0,0,1,2014-09-14,21,1.97,3.18,3.81,2014,serie-a
KpT2SXfd,Atletico-PR,Vitoria,2,0,2,0,2014-09-14,21,1.81,3.39,4.27,2014,serie-a
nXUfUgQq,Sao Paulo,Cruzeiro,2,0,2,0,2014-09-14,21,2.16,3.24,3.20,2014,serie-a
rJEclFHF,Criciuma,Goias,1,0,1,0,2014-09-14,21,2.28,2.98,3.21,2014,serie-a
tfUbTDuj,Santos,Coritiba,2,1,3,0,2014-09-14,21,1.86,3.32,4.07,2014,serie-a
UFAgke29,Internacional,Botafogo RJ,2,0,2,0,2014-09-14,21,1.50,3.80,6.40,2014,serie-a
UFlOZF2M,Flamengo RJ,Corinthians,1,0,1,0,2014-09-14,21,2.95,2.89,2.51,2014,serie-a
zgBkjym3,Bahia,Figueirense,3,0,3,0,2014-09-14,21,2.13,3.10,3.43,2014,serie-a
2TUW2EW8,Vitoria,Fluminense,3,1,4,0,2014-09-18,22,2.97,3.22,2.30,2014,serie-a
4Y26ngnS,Botafogo RJ,Bahia,2,3,5,2,2014-09-18,22,1.74,3.37,4.76,2014,serie-a
AZsouBv2,Coritiba,Sao Paulo,3,1,4,0,2014-09-18,22,2.34,3.19,2.95,2014,serie-a
beOu1h1L,Figueirense,Criciuma,1,1,2,1,2014-09-18,22,2.06,3.17,3.57,2014,serie-a
dWwstiPe,Palmeiras,Flamengo RJ,2,2,4,1,2014-09-18,22,2.35,3.03,3.06,2014,serie-a
OxWS3fH2,Cruzeiro,Atletico-PR,2,0,2,0,2014-09-18,22,1.35,4.54,8.14,2014,serie-a
zHkYsDfq,Sport Recife,Internacional,0,0,0,1,2014-09-18,22,2.68,3.10,2.59,2014,serie-a
E7lxsX9k,Corinthians,Chapecoense-SC,1,1,2,1,2014-09-19,22,1.47,3.86,7.02,2014,serie-a
hINq0CGR,Goias,Atletico-MG,2,3,5,2,2014-09-19,22,2.52,3.04,2.80,2014,serie-a
K4Py2YoF,Gremio,Santos,0,0,0,1,2014-09-19,22,1.86,3.22,4.29,2014,serie-a
r1LRilO7,Atletico-PR,Internacional,0,1,1,2,2014-09-20,23,2.54,3.10,2.72,2014,serie-a
4AMNhU81,Santos,Figueirense,3,1,4,0,2014-09-21,23,1.57,3.64,5.91,2014,serie-a
b93EFiGE,Vitoria,Bahia,2,1,3,0,2014-09-21,23,2.68,3.05,2.62,2014,serie-a
dpJFfjvk,Sport Recife,Coritiba,1,0,1,0,2014-09-21,23,2.27,3.05,3.19,2014,serie-a
ELTAeWOr,Flamengo RJ,Fluminense,1,1,2,1,2014-09-21,23,2.55,3.14,2.70,2014,serie-a
hW2IEBVK,Gremio,Chapecoense-SC,1,0,1,0,2014-09-21,23,1.57,3.59,5.87,2014,serie-a
p6aAGX08,Cruzeiro,Atletico-MG,2,3,5,2,2014-09-21,23,1.71,3.55,4.64,2014,serie-a
WM1MDVpR,Criciuma,Botafogo RJ,1,1,2,1,2014-09-21,23,1.84,3.36,4.19,2014,serie-a
zi6s9kgr,Goias,Palmeiras,6,0,6,0,2014-09-21,23,2.03,3.21,3.60,2014,serie-a
zyIJgAge,Corinthians,Sao Paulo,3,2,5,0,2014-09-21,23,2.22,3.10,3.26,2014,serie-a
216M9Mqg,Internacional,Criciuma,3,0,3,0,2014-09-25,24,1.43,4.04,7.30,2014,serie-a
4Wcb57h7,Sao Paulo,Flamengo RJ,2,2,4,1,2014-09-25,24,1.68,3.55,4.85,2014,serie-a
844k7TNf,Fluminense,Gremio,0,0,0,1,2014-09-25,24,2.29,3.05,3.17,2014,serie-a
dO5Q8taa,Figueirense,Corinthians,1,0,1,0,2014-09-25,24,3.26,3.06,2.23,2014,serie-a
jR2IA2Un,Bahia,Sport Recife,1,0,1,0,2014-09-25,24,1.93,3.28,3.85,2014,serie-a
WxjpTApE,Coritiba,Cruzeiro,1,2,3,2,2014-09-25,24,2.78,3.18,2.45,2014,serie-a
zF4U70E5,Chapecoense-SC,Atletico-PR,3,0,3,0,2014-09-25,24,2.20,3.07,3.33,2014,serie-a
82DDBrFt,Atletico-MG,Santos,3,2,5,0,2014-09-26,24,1.69,3.53,4.72,2014,serie-a
Es5o898l,Botafogo RJ,Goias,1,0,1,0,2014-09-26,24,1.96,3.30,3.69,2014,serie-a
rNd24R7D,Palmeiras,Vitoria,2,0,2,0,2014-09-26,24,1.85,3.45,3.98,2014,serie-a
CEYBKwbB,Chapecoense-SC,Criciuma,1,1,2,1,2014-09-27,25,1.80,3.25,4.57,2014,serie-a
Wtbw6vqI,Sport Recife,Cruzeiro,0,0,0,1,2014-09-27,25,3.66,3.38,1.95,2014,serie-a
4USiP1qt,Atletico-PR,Corinthians,1,0,1,0,2014-09-28,25,2.55,2.99,2.79,2014,serie-a
bBU7LJr5,Figueirense,Palmeiras,3,1,4,0,2014-09-28,25,2.08,3.20,3.42,2014,serie-a
Gnu3MaTb,Internacional,Coritiba,4,2,6,0,2014-09-28,25,1.59,3.63,5.65,2014,serie-a
hjaZ6KTB,Botafogo RJ,Gremio,0,2,2,2,2014-09-28,25,2.84,2.98,2.52,2014,serie-a
Q3cs5bbO,Sao Paulo,Fluminense,1,3,4,2,2014-09-28,25,1.75,3.52,4.43,2014,serie-a
rLReOLbn,Atletico-MG,Vitoria,2,0,2,0,2014-09-28,25,1.43,4.18,6.95,2014,serie-a
v71o4IDU,Santos,Goias,2,0,2,0,2014-09-28,25,1.73,3.47,4.60,2014,serie-a
xdtaNuEh,Bahia,Flamengo RJ,2,1,3,0,2014-09-28,25,2.26,3.04,3.20,2014,serie-a
4CDjDejo,Palmeiras,Chapecoense-SC,4,2,6,0,2014-10-03,26,1.87,3.34,4.05,2014,serie-a
23ROHyrU,Corinthians,Sport Recife,3,0,3,0,2014-10-04,26,1.43,3.86,7.85,2014,serie-a
6yYFJcDH,Flamengo RJ,Santos,0,1,1,2,2014-10-04,26,1.97,3.27,3.74,2014,serie-a
CEfszJcb,Vitoria,Botafogo RJ,2,1,3,0,2014-10-04,26,1.66,3.55,4.97,2014,serie-a
IF1YyuTo,Coritiba,Atletico-PR,1,0,1,0,2014-10-04,26,1.87,3.29,4.09,2014,serie-a
j5goZxD4,Gremio,Sao Paulo,0,1,1,2,2014-10-04,26,1.79,3.31,4.58,2014,serie-a
KvbkYdSA,Criciuma,Atletico-MG,3,1,4,0,2014-10-04,26,2.94,3.13,2.36,2014,serie-a
pSWJIHSN,Fluminense,Bahia,1,1,2,1,2014-10-04,26,1.86,3.28,4.16,2014,serie-a
Uk5xyarh,Cruzeiro,Internacional,2,1,3,0,2014-10-04,26,1.62,3.62,5.28,2014,serie-a
bVdgXGsH,Goias,Figueirense,1,0,1,0,2014-10-05,26,1.74,3.37,4.65,2014,serie-a
CxwUQEKp,Sao Paulo,Atletico-PR,1,0,1,0,2014-10-09,27,1.60,3.68,5.28,2014,serie-a
hlU6YQwi,Coritiba,Criciuma,1,0,1,0,2014-10-09,27,1.57,3.70,5.70,2014,serie-a
MTLNUrwG,Figueirense,Flamengo RJ,1,2,3,2,2014-10-09,27,2.66,3.03,2.66,2014,serie-a
Q1SEW483,Vitoria,Goias,2,2,4,1,2014-10-09,27,2.05,3.29,3.44,2014,serie-a
tfnbWzcN,Botafogo RJ,Palmeiras,0,1,1,2,2014-10-09,27,2.43,3.24,2.76,2014,serie-a
v5WIVON9,Gremio,Sport Recife,2,0,2,0,2014-10-09,27,1.43,4.05,7.34,2014,serie-a
WvTAXpgc,Cruzeiro,Corinthians,0,1,1,2,2014-10-09,27,1.64,3.48,5.42,2014,serie-a
0KKRT2hM,Chapecoense-SC,Internacional,5,0,5,0,2014-10-10,27,3.17,3.06,2.26,2014,serie-a
fcj2VfCT,Fluminense,Atletico-MG,0,0,0,1,2014-10-10,27,2.03,3.31,3.46,2014,serie-a
jTyYPYZj,Santos,Bahia,1,0,1,0,2014-10-10,27,1.58,3.62,5.78,2014,serie-a
GKAJCFti,Botafogo RJ,Corinthians,1,0,1,0,2014-10-11,9,4.42,3.31,1.81,2014,serie-a
ldHxPD6f,Goias,Coritiba,3,0,3,0,2014-10-11,28,2.29,3.07,3.12,2014,serie-a
0Ya0r27F,Internacional,Fluminense,2,1,3,0,2014-10-12,28,1.92,3.35,3.80,2014,serie-a
466ipOx3,Atletico-MG,Sao Paulo,1,0,1,0,2014-10-12,28,1.96,3.30,3.71,2014,serie-a
6XRXPgil,Criciuma,Santos,3,0,3,0,2014-10-12,28,2.38,3.16,2.89,2014,serie-a
CCJ5MKpd,Palmeiras,Gremio,2,1,3,0,2014-10-12,28,2.39,3.05,2.98,2014,serie-a
Ms1dqrh9,Bahia,Chapecoense-SC,0,1,1,2,2014-10-12,28,1.84,3.30,4.24,2014,serie-a
QF7mo4Nd,Atletico-PR,Figueirense,3,0,3,0,2014-10-12,28,1.55,3.68,6.09,2014,serie-a
UgPVSM7S,Flamengo RJ,Cruzeiro,3,0,3,0,2014-10-12,28,2.66,3.07,2.62,2014,serie-a
W2BcOtGq,Sport Recife,Vitoria,1,2,3,2,2014-10-12,28,1.94,3.34,3.76,2014,serie-a
E3ElMBjD,Sao Paulo,Bahia,2,1,3,0,2014-10-18,29,1.41,4.20,7.62,2014,serie-a
GWzKyij0,Goias,Gremio,0,0,0,1,2014-10-18,29,2.38,2.92,3.13,2014,serie-a
zDFpNiy7,Fluminense,Criciuma,4,2,6,0,2014-10-18,29,1.50,3.89,6.28,2014,serie-a
G8hXpeTD,Palmeiras,Santos,1,3,4,2,2014-10-19,29,2.31,3.21,2.95,2014,serie-a
M9yGxXzf,Figueirense,Coritiba,4,0,4,0,2014-10-19,29,2.93,3.10,2.39,2014,serie-a
OYeuqZcQ,Atletico-MG,Chapecoense-SC,1,0,1,0,2014-10-19,29,1.47,3.91,6.74,2014,serie-a
Qsr7vg6s,Vitoria,Cruzeiro,0,1,1,2,2014-10-19,29,3.46,3.28,2.04,2014,serie-a
rJxCwDLm,Internacional,Corinthians,1,2,3,2,2014-10-19,29,1.89,3.19,4.20,2014,serie-a
SnGtOXL0,Botafogo RJ,Sport Recife,1,1,2,1,2014-10-19,29,2.04,3.24,3.53,2014,serie-a
UBdypFrK,Atletico-PR,Flamengo RJ,2,1,3,0,2014-10-19,29,2.05,3.19,3.56,2014,serie-a
80U1n84I,Cruzeiro,Palmeiras,1,1,2,1,2014-10-22,30,1.32,4.79,8.59,2014,serie-a
G6iT2Tla,Criciuma,Atletico-PR,0,1,1,2,2014-10-22,30,2.29,3.16,3.05,2014,serie-a
GSKIdhSP,Corinthians,Vitoria,2,1,3,0,2014-10-22,30,1.85,3.27,4.26,2014,serie-a
O8ClABdP,Bahia,Atletico-MG,1,1,2,1,2014-10-22,30,2.80,3.08,2.49,2014,serie-a
S6vOzB56,Flamengo RJ,Internacional,2,0,2,0,2014-10-22,30,2.02,3.20,3.62,2014,serie-a
fi3K4kKn,Gremio,Figueirense,1,0,1,0,2014-10-23,30,1.44,3.94,7.26,2014,serie-a
lMSWYlzJ,Sport Recife,Goias,0,1,1,2,2014-10-23,30,1.93,3.20,3.92,2014,serie-a
M3fy17JB,Chapecoense-SC,Sao Paulo,0,0,0,1,2014-10-23,30,2.75,3.10,2.52,2014,serie-a
UZ0gjj5g,Santos,Fluminense,0,1,1,2,2014-10-23,30,1.74,3.53,4.44,2014,serie-a
zmWglUZ5,Coritiba,Botafogo RJ,2,0,2,0,2014-10-23,30,1.57,3.78,5.49,2014,serie-a
bmEwJuuc,Vitoria,Criciuma,3,1,4,0,2014-10-25,31,1.98,3.25,3.72,2014,serie-a
CAKgFcvM,Figueirense,Cruzeiro,1,1,2,1,2014-10-25,31,4.05,3.36,1.86,2014,serie-a
GQFAF6Y4,Palmeiras,Corinthians,1,1,2,1,2014-10-25,31,2.75,3.02,2.59,2014,serie-a
rgBP9y2q,Chapecoense-SC,Santos,1,1,2,1,2014-10-25,31,2.03,3.18,3.59,2014,serie-a
ruWjexmj,Atletico-MG,Sport Recife,3,2,5,0,2014-10-25,31,1.63,3.59,5.25,2014,serie-a
xt4JDp3H,Coritiba,Gremio,1,1,2,1,2014-10-25,31,2.18,3.10,3.33,2014,serie-a
YsOgJlZu,Fluminense,Atletico-PR,2,1,3,0,2014-10-25,31,1.65,3.63,5.07,2014,serie-a
IVmpaolO,Botafogo RJ,Flamengo RJ,2,1,3,0,2014-10-26,31,2.70,3.11,2.56,2014,serie-a
W0CoHJ99,Internacional,Bahia,2,0,2,0,2014-10-26,31,1.42,4.08,7.51,2014,serie-a
U9H2HS3h,Sao Paulo,Goias,3,0,3,0,2014-10-27,31,1.56,3.69,5.80,2014,serie-a
UVAsZiVf,Goias,Fluminense,0,2,2,2,2014-11-01,32,2.49,3.13,2.76,2014,serie-a
xYV2tzwL,Gremio,Vitoria,1,0,1,0,2014-11-01,32,1.44,4.01,7.29,2014,serie-a
48aY7FWe,Flamengo RJ,Chapecoense-SC,3,0,3,0,2014-11-02,32,1.87,3.21,4.26,2014,serie-a
dICZzE0r,Criciuma,Sao Paulo,1,2,3,2,2014-11-02,32,2.87,3.18,2.38,2014,serie-a
jH7LTdgF,Corinthians,Coritiba,2,2,4,1,2014-11-02,32,1.74,3.37,4.70,2014,serie-a
juj8KhG1,Cruzeiro,Botafogo RJ,2,1,3,0,2014-11-02,32,1.29,4.93,9.65,2014,serie-a
OU5TRzOR,Santos,Internacional,1,2,3,2,2014-11-02,32,2.35,3.22,2.89,2014,serie-a
rFn0MEok,Atletico-PR,Atletico-MG,1,0,1,0,2014-11-02,32,2.07,3.29,3.39,2014,serie-a
WEiKVIO2,Sport Recife,Figueirense,1,0,1,0,2014-11-02,32,1.79,3.33,4.46,2014,serie-a
WzTfrd88,Bahia,Palmeiras,0,1,1,2,2014-11-02,32,2.18,3.16,3.25,2014,serie-a
A3oGmipl,Palmeiras,Atletico-MG,0,2,2,2,2014-11-08,33,1.75,3.50,4.40,2014,serie-a
pMwTpkU6,Coritiba,Fluminense,1,0,1,0,2014-11-08,33,2.08,3.28,3.35,2014,serie-a
0jZlZCnh,Goias,Bahia,3,0,3,0,2014-11-09,33,1.94,3.25,3.88,2014,serie-a
hQVtyZHu,Gremio,Internacional,4,1,5,0,2014-11-09,33,2.07,3.14,3.61,2014,serie-a
I56yeZiE,Sport Recife,Flamengo RJ,2,2,4,1,2014-11-09,33,2.11,3.15,3.42,2014,serie-a
jJtyqTbJ,Vitoria,Sao Paulo,1,2,3,2,2014-11-09,33,2.64,3.20,2.55,2014,serie-a
Qc4jXVa7,Botafogo RJ,Atletico-PR,0,2,2,2,2014-11-09,33,2.22,3.13,3.19,2014,serie-a
vLfpgDMQ,Corinthians,Santos,1,0,1,0,2014-11-09,33,1.79,3.37,4.40,2014,serie-a
vqwXq9qD,Cruzeiro,Criciuma,3,1,4,0,2014-11-09,33,1.27,5.24,9.74,2014,serie-a
WGUpzgXo,Figueirense,Chapecoense-SC,1,0,1,0,2014-11-09,33,2.21,3.08,3.28,2014,serie-a
Ui2tr8VM,Sao Paulo,Internacional,1,1,2,1,2014-11-13,35,1.60,3.74,5.21,2014,serie-a
0CAPojWc,Criciuma,Gremio,0,3,3,2,2014-11-15,34,3.24,3.16,2.18,2014,serie-a
M5NcXjH4,Fluminense,Botafogo RJ,1,0,1,0,2014-11-15,34,1.64,3.69,5.02,2014,serie-a
4pHGmC1o,Internacional,Goias,1,0,1,0,2014-11-16,34,1.45,4.03,6.96,2014,serie-a
8MP9Ul1N,Atletico-PR,Sport Recife,0,1,1,2,2014-11-16,34,1.68,3.51,4.92,2014,serie-a
jsTYOSOp,Bahia,Corinthians,1,2,3,2,2014-11-16,34,2.86,3.00,2.49,2014,serie-a
lYt7T8GT,Atletico-MG,Figueirense,1,1,2,1,2014-11-16,34,1.52,3.78,6.19,2014,serie-a
UVQ5VUoH,Santos,Cruzeiro,0,1,1,2,2014-11-16,34,2.38,3.26,2.82,2014,serie-a
v39TpAo4,Chapecoense-SC,Vitoria,0,1,1,2,2014-11-16,34,1.89,3.27,4.03,2014,serie-a
vsYhYW1b,Flamengo RJ,Coritiba,3,2,5,0,2014-11-16,34,2.02,3.25,3.56,2014,serie-a
z9R1WAWA,Sao Paulo,Palmeiras,2,0,2,0,2014-11-16,34,1.62,3.62,5.28,2014,serie-a
8xEXqU0A,Botafogo RJ,Figueirense,0,1,1,2,2014-11-19,35,1.97,3.26,3.70,2014,serie-a
pI7Bxngp,Atletico-PR,Santos,1,1,2,1,2014-11-19,35,2.10,3.27,3.34,2014,serie-a
0Qkb0koi,Vitoria,Coritiba,1,1,2,1,2014-11-20,35,2.30,3.16,3.00,2014,serie-a
nshAcmV9,Goias,Corinthians,0,1,1,2,2014-11-20,35,3.96,3.25,1.92,2014,serie-a
nTCyqlGG,Fluminense,Chapecoense-SC,1,4,5,2,2014-11-20,35,1.44,4.04,6.96,2014,serie-a
O86Fy68j,Atletico-MG,Flamengo RJ,4,0,4,0,2014-11-20,35,1.56,3.76,5.68,2014,serie-a
SxLqsSpT,Palmeiras,Sport Recife,0,2,2,2,2014-11-20,35,1.58,3.75,5.50,2014,serie-a
Ywl6bTF3,Criciuma,Bahia,0,1,1,2,2014-11-20,35,2.07,3.34,3.37,2014,serie-a
vHl2a90c,Gremio,Cruzeiro,1,2,3,2,2014-11-21,35,2.05,3.17,3.57,2014,serie-a
6i8qCnp3,Internacional,Atletico-MG,2,1,3,0,2014-11-22,36,1.64,3.69,4.94,2014,serie-a
0fHgkPxj,Coritiba,Palmeiras,2,0,2,0,2014-11-23,36,1.76,3.45,4.49,2014,serie-a
2J1hAQEF,Chapecoense-SC,Botafogo RJ,2,0,2,0,2014-11-23,36,1.79,3.39,4.38,2014,serie-a
8dtJeRaM,Sport Recife,Fluminense,2,2,4,1,2014-11-23,36,2.36,3.21,2.88,2014,serie-a
EcLclqhd,Cruzeiro,Goias,2,1,3,0,2014-11-23,36,1.31,4.74,9.04,2014,serie-a
GMuNfoFS,Corinthians,Gremio,1,0,1,0,2014-11-23,36,1.89,3.22,4.10,2014,serie-a
IVRlj5Nq,Santos,Sao Paulo,0,1,1,2,2014-11-23,36,2.41,3.22,2.80,2014,serie-a
OS2lB6a9,Figueirense,Vitoria,2,0,2,0,2014-11-23,36,2.11,3.23,3.33,2014,serie-a
S09uDSUd,Bahia,Atletico-PR,1,2,3,2,2014-11-23,36,1.70,3.49,4.75,2014,serie-a
U5sFd7pG,Flamengo RJ,Criciuma,1,1,2,1,2014-11-23,36,1.49,3.96,6.24,2014,serie-a
2JNNP5E2,Internacional,Palmeiras,3,1,4,0,2014-11-29,37,1.51,3.90,6.13,2014,serie-a
GMRROPT8,Criciuma,Sport Recife,2,2,4,1,2014-11-29,37,2.70,3.14,2.52,2014,serie-a
0Equ1My2,Bahia,Gremio,1,0,1,0,2014-11-30,37,3.05,3.13,2.29,2014,serie-a
8G4084qS,Fluminense,Corinthians,5,2,7,0,2014-11-30,37,2.94,3.14,2.35,2014,serie-a
AqRVNqqF,Atletico-MG,Coritiba,1,2,3,2,2014-11-30,37,1.72,3.49,4.62,2014,serie-a
dt1d9pUL,Flamengo RJ,Vitoria,4,0,4,0,2014-11-30,37,2.57,3.23,2.59,2014,serie-a
EcsT3Oiq,Sao Paulo,Figueirense,1,1,2,1,2014-11-30,37,1.45,3.94,7.16,2014,serie-a
hltX2r7k,Santos,Botafogo RJ,2,0,2,0,2014-11-30,37,1.58,3.79,5.27,2014,serie-a
MNpy22Me,Atletico-PR,Goias,1,0,1,0,2014-11-30,37,1.76,3.38,4.55,2014,serie-a
n9la6HDs,Chapecoense-SC,Cruzeiro,1,1,2,1,2014-11-30,37,2.31,3.23,2.94,2014,serie-a
fktVJzrs,Figueirense,Internacional,1,2,3,2,2014-12-06,38,3.49,3.30,2.02,2014,serie-a
nqJ33Fc0,Corinthians,Criciuma,2,1,3,0,2014-12-06,38,1.20,5.69,13.17,2014,serie-a
0nN72ZC6,Palmeiras,Atletico-PR,1,1,2,1,2014-12-07,38,1.40,4.32,7.28,2014,serie-a
6PqZIfcm,Goias,Chapecoense-SC,4,2,6,0,2014-12-07,38,2.03,3.21,3.57,2014,serie-a
AH4bPdKJ,Vitoria,Santos,0,1,1,2,2014-12-07,38,1.74,3.53,4.44,2014,serie-a
EVKe5yTm,Botafogo RJ,Atletico-MG,0,0,0,1,2014-12-07,38,3.94,3.50,1.84,2014,serie-a
hMJa4erf,Sport Recife,Sao Paulo,1,0,1,0,2014-12-07,38,2.35,3.25,2.87,2014,serie-a
l832OGZP,Gremio,Flamengo RJ,1,1,2,1,2014-12-07,38,1.45,3.99,6.92,2014,serie-a
M1BG0DsJ,Cruzeiro,Fluminense,2,1,3,0,2014-12-07,38,1.61,3.69,5.25,2014,serie-a
rBCC1gSC,Coritiba,Bahia,3,2,5,0,2014-12-07,38,2.12,3.30,3.25,2014,serie-a
