ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP,BPTA,BGFA,BGAA,BGB,RPTA,RGFA,RGAA,RGD
tWBxvxge,Barueri,Atletico-PR,0,6,6,2,2012-09-08,23,3.68,3.31,1.9,2012,serie-b,2,2,2,2,1,1,1,1
U57WaJFE,America RN,Guaratingueta,4,1,5,0,2012-09-08,23,1.49,3.87,5.91,2012,serie-b,0,0,0,0,1,1,1,1
z7Quwd81,Betim,Vitoria,1,1,2,1,2012-09-08,23,4.17,3.54,1.73,2012,serie-b,2,2,2,2,0,0,0,0
2uDYvIwk,Sao Caetano,ABC,0,1,1,2,2012-09-09,23,1.51,3.73,5.93,2012,serie-b,0,0,0,0,0,0,0,0
xWW9DxpE,Atletico-PR,CRB,4,1,5,0,2012-09-11,24,1.31,4.58,8.59,2012,serie-b,0,0,0,0,1,1,1,1
APvOkZi7,America MG,Sao Caetano,2,5,7,2,2012-09-12,24,2.23,3.22,2.91,2012,serie-b,2,0,2,1,1,0,1,0
boLIBGEQ,Bragantino,America RN,1,0,1,0,2012-09-12,24,2.43,3.26,2.61,2012,serie-b,2,2,2,2,0,0,0,0
GMVDCdaK,ABC,Ceara,0,1,1,2,2012-09-12,24,2.46,3.18,2.64,2012,serie-b,2,2,0,2,1,1,0,1
GQoFieNf,Guarani,Barueri,1,0,1,0,2012-09-12,24,1.51,3.82,5.73,2012,serie-b,0,0,0,0,1,1,1,1
lGwSlg7D,Vitoria,Boa,3,2,5,0,2012-09-12,24,1.35,4.41,7.46,2012,serie-b,0,0,0,0,1,1,1,1
M3nBhy8l,Avai,Betim,2,1,3,0,2012-09-12,24,1.42,4.21,6.29,2012,serie-b,0,0,0,0,1,1,1,1
rDm7gHhr,Goias,Criciuma,1,0,1,0,2012-09-12,24,1.57,3.81,4.97,2012,serie-b,2,2,0,0,0,0,1,1
S0kJjFx1,Guaratingueta,Parana,2,0,2,0,2012-09-12,24,2.54,3.17,2.55,2012,serie-b,2,2,2,2,0,0,0,0
z7Cp7zNs,ASA,Joinville,1,0,1,0,2012-09-12,24,2.47,3.2,2.61,2012,serie-b,2,2,2,2,0,0,0,0
8KAh5Eif,Criciuma,ASA,2,1,3,0,2012-09-15,25,1.68,3.6,4.43,2012,serie-b,0,0,2,0,1,1,0,1
Gr7lPZrQ,America RN,Sao Caetano,0,2,2,2,2012-09-15,25,2.28,3.24,2.8,2012,serie-b,2,0,2,2,1,0,1,1
lWRk4Y60,Guarani,Vitoria,0,0,0,1,2012-09-15,25,2.4,3.2,2.69,2012,serie-b,2,2,0,2,0,0,0,0
MqQc2CyD,America MG,Avai,1,0,1,0,2012-09-15,25,2.16,3.23,3.03,2012,serie-b,1,0,2,0,0,1,0,1
nRcKJD6m,CRB,ABC,3,3,6,1,2012-09-15,25,2.34,3.22,2.74,2012,serie-b,2,2,2,2,0,0,0,0
SMQg3hM6,Guaratingueta,Bragantino,2,0,2,0,2012-09-15,25,2.04,3.3,3.21,2012,serie-b,0,1,2,2,1,0,0,0
UTBl6fxl,Goias,Atletico-PR,3,2,5,0,2012-09-15,25,2.07,3.23,3.22,2012,serie-b,0,0,2,2,1,1,0,0
xh8pQFTJ,Parana,Barueri,1,1,2,1,2012-09-15,25,1.51,3.85,5.6,2012,serie-b,0,0,0,0,0,0,0,0
zmU11WjJ,Ceara,Joinville,4,3,7,0,2012-09-15,25,1.94,3.27,3.55,2012,serie-b,2,0,2,2,0,1,0,0
8zaGKgis,Boa,Betim,2,1,3,0,2012-09-16,25,1.6,3.55,5.1,2012,serie-b,0,0,0,0,1,1,1,1
U3ScXWzm,Bragantino,America MG,2,0,2,0,2012-09-19,26,2.72,3.22,2.35,2012,serie-b,2,2,2,2,0,0,0,0
0l4zGV5C,Barueri,Boa,1,2,3,2,2012-09-22,26,2.48,3.2,2.59,2012,serie-b,2,2,2,2,1,1,1,1
AJoRxgDP,Atletico-PR,Ceara,2,1,3,0,2012-09-22,26,1.73,3.45,4.25,2012,serie-b,0,2,0,0,1,0,1,1
dGcqE9zP,Vitoria,Goias,3,1,4,0,2012-09-22,26,1.91,3.3,3.62,2012,serie-b,0,0,2,0,1,1,0,1
IPbuFkLI,Betim,Criciuma,2,3,5,2,2012-09-22,26,2.83,3.24,2.28,2012,serie-b,2,2,2,2,1,1,1,1
Mc5WGBj6,Sao Caetano,CRB,3,2,5,0,2012-09-22,26,1.35,4.28,7.95,2012,serie-b,0,0,0,0,1,1,1,1
nuwgYCLt,ABC,Guarani,3,1,4,0,2012-09-22,26,2.07,3.25,3.2,2012,serie-b,2,0,2,2,0,1,0,0
Sz6SHiy0,Avai,Guaratingueta,2,0,2,0,2012-09-22,26,1.5,3.91,5.55,2012,serie-b,0,0,0,0,1,1,1,1
UkmPIXLg,Joinville,Parana,3,1,4,0,2012-09-22,26,1.7,3.46,4.47,2012,serie-b,0,0,0,0,1,1,1,1
8fR1Wjjg,ASA,America RN,0,2,2,2,2012-09-23,26,1.97,3.33,3.42,2012,serie-b,2,2,1,2,1,1,0,1
GKQ5VA5a,Joinville,Boa,3,0,3,0,2012-09-26,27,1.48,3.92,5.94,2012,serie-b,0,0,0,0,1,1,1,1
rZtnBtKp,America MG,Barueri,1,2,3,2,2012-09-26,27,1.38,4.28,6.85,2012,serie-b,0,0,0,0,0,0,0,0
v1AzIChc,ABC,ASA,1,1,2,1,2012-09-26,27,1.79,3.35,4.04,2012,serie-b,0,0,0,0,0,0,0,0
0ABWIhwi,Parana,Sao Caetano,2,1,3,0,2012-09-29,27,2.59,3.21,2.47,2012,serie-b,2,2,2,2,0,0,0,0
fBP9UUK5,Avai,Vitoria,2,0,2,0,2012-09-29,27,2.25,3.24,2.87,2012,serie-b,2,2,2,2,0,0,0,0
jwJIS8kI,Guaratingueta,Goias,0,3,3,2,2012-09-29,27,3.37,3.28,2.0,2012,serie-b,2,2,2,2,1,1,1,1
pbDrGjN9,CRB,Criciuma,0,2,2,2,2012-09-29,27,2.78,3.25,2.29,2012,serie-b,2,2,2,2,1,1,1,1
xzFETlzC,Guarani,America RN,0,0,0,1,2012-09-29,27,1.83,3.34,3.91,2012,serie-b,2,2,0,2,0,0,0,0
YN9vHW73,Bragantino,Atletico-PR,2,1,3,0,2012-09-29,27,3.31,3.26,2.02,2012,serie-b,2,2,2,2,0,0,0,0
MPujA0Zj,Ceara,Betim,1,1,2,1,2012-09-30,27,1.31,4.69,8.25,2012,serie-b,0,0,0,0,0,0,0,0
SM2mFAxG,Goias,Bragantino,1,0,1,0,2012-10-03,28,1.39,4.22,7.03,2012,serie-b,0,0,0,0,1,1,1,1
WU3IST6F,ASA,Avai,1,0,1,0,2012-10-03,28,2.31,3.2,2.81,2012,serie-b,2,0,2,2,0,1,0,0
zm6eDl7S,Sao Caetano,Guaratingueta,1,0,1,0,2012-10-03,28,1.43,4.04,6.42,2012,serie-b,0,0,0,0,1,1,1,1
6D1iEUiM,Criciuma,Ceara,2,1,3,0,2012-10-06,28,1.84,3.37,3.8,2012,serie-b,0,0,2,0,1,1,0,1
hv5ET9i9,Boa,Parana,2,1,3,0,2012-10-06,28,2.08,3.22,3.17,2012,serie-b,2,0,2,2,0,1,0,0
KKsS7SUk,Betim,Guarani,0,0,0,1,2012-10-06,28,2.89,3.21,2.24,2012,serie-b,2,2,2,2,0,0,0,0
nRZDVVMd,Atletico-PR,America MG,5,4,9,0,2012-10-06,28,1.56,3.73,5.3,2012,serie-b,0,0,0,0,1,1,1,1
QHYHUkx3,America RN,CRB,3,3,6,1,2012-10-06,28,1.54,3.82,5.28,2012,serie-b,0,0,0,0,0,0,0,0
xdhN88Fq,Barueri,Joinville,1,1,2,1,2012-10-06,28,3.68,3.35,1.88,2012,serie-b,2,2,2,2,0,0,0,0
YNoW6npd,Vitoria,ABC,1,0,1,0,2012-10-06,28,1.43,4.01,6.58,2012,serie-b,0,0,0,0,1,1,1,1
IoSau7jL,ASA,Guaratingueta,3,1,4,0,2012-10-10,29,1.53,3.73,5.53,2012,serie-b,0,0,0,0,1,1,1,1
OSrcLoak,Barueri,Betim,2,0,2,0,2012-10-10,29,1.87,3.34,3.72,2012,serie-b,1,2,0,0,0,0,1,1
Qi3MRmML,Joinville,Sao Caetano,0,0,0,1,2012-10-10,29,1.98,3.27,3.41,2012,serie-b,2,0,0,0,0,0,0,0
h2m1K5Ee,America MG,Goias,1,2,3,2,2012-10-13,29,2.83,3.22,2.28,2012,serie-b,2,2,2,2,1,1,1,1
pxpgMRqq,Guarani,Bragantino,1,2,3,2,2012-10-13,29,1.72,3.42,4.41,2012,serie-b,0,2,0,0,0,1,0,0
pYTisTL8,ABC,Atletico-PR,0,1,1,2,2012-10-13,29,2.83,3.21,2.27,2012,serie-b,2,2,2,2,1,1,1,1
veTetmyF,Boa,Criciuma,0,4,4,2,2012-10-13,29,2.66,3.28,2.37,2012,serie-b,2,2,0,2,1,1,0,1
Whn5JPT1,Ceara,America RN,4,0,4,0,2012-10-13,29,1.62,3.61,4.81,2012,serie-b,0,0,2,2,1,1,0,0
YcQmr962,Parana,Vitoria,3,1,4,0,2012-10-13,29,2.58,3.21,2.47,2012,serie-b,2,2,2,2,0,0,0,0
ve7QQ7yS,Avai,CRB,1,0,1,0,2012-10-14,29,1.39,4.24,6.71,2012,serie-b,0,2,0,0,1,0,1,1
YHlVfnj8,Atletico-PR,Avai,3,1,4,0,2012-10-16,30,1.67,3.55,4.57,2012,serie-b,0,0,2,0,1,1,0,1
6B0mW2D7,Vitoria,ASA,2,0,2,0,2012-10-17,30,1.49,3.94,5.71,2012,serie-b,0,0,0,0,1,1,1,1
8zsrhpzR,CRB,Boa,0,0,0,1,2012-10-17,30,2.34,3.17,2.79,2012,serie-b,2,2,2,2,0,0,0,0
C8mZg65E,America RN,Parana,2,1,3,0,2012-10-17,30,1.99,3.28,3.38,2012,serie-b,0,0,2,0,1,1,0,1
fXxvgQKK,Bragantino,Barueri,2,2,4,1,2012-10-17,30,1.84,3.36,3.81,2012,serie-b,0,0,0,0,0,0,0,0
pdCvYOre,Guaratingueta,America MG,1,2,3,2,2012-10-17,30,2.48,3.22,2.57,2012,serie-b,2,2,2,2,1,1,1,1
SK1qXrb1,Betim,Joinville,1,0,1,0,2012-10-17,30,3.91,3.46,1.79,2012,serie-b,2,2,2,2,0,0,0,0
Wh8zZ4Tl,Sao Caetano,Ceara,2,0,2,0,2012-10-17,30,1.89,3.33,3.66,2012,serie-b,0,2,0,0,1,0,1,1
xW8WZpEr,Criciuma,ABC,2,0,2,0,2012-10-17,30,1.42,4.1,6.38,2012,serie-b,0,0,2,0,1,1,0,1
zNM4vR5R,Goias,Guarani,5,0,5,0,2012-10-17,30,1.47,3.91,6.0,2012,serie-b,0,0,1,0,1,1,0,1
0YLMp2S0,Barueri,Sao Caetano,2,2,4,1,2012-10-20,31,4.31,3.52,1.7,2012,serie-b,2,2,2,2,0,0,0,0
46SDnOcl,Avai,Goias,1,4,5,2,2012-10-20,31,2.59,3.18,2.49,2012,serie-b,2,2,2,2,1,1,1,1
feLQqMs7,Betim,America RN,4,0,4,0,2012-10-20,31,2.4,3.2,2.67,2012,serie-b,2,2,2,2,0,0,0,0
foIC7PZD,Parana,Criciuma,1,1,2,1,2012-10-20,31,2.41,3.22,2.64,2012,serie-b,2,2,0,2,0,0,0,0
htvUrtcD,Vitoria,Atletico-PR,0,2,2,2,2012-10-20,31,1.94,3.28,3.52,2012,serie-b,0,1,1,1,0,0,0,0
MsNIorDf,Guarani,America MG,0,3,3,2,2012-10-20,31,2.02,3.29,3.31,2012,serie-b,2,2,0,2,1,1,0,1
QFT9m4rr,Joinville,CRB,3,1,4,0,2012-10-20,31,1.38,4.13,7.47,2012,serie-b,0,0,0,0,1,1,1,1
vyqllyZh,ASA,Ceara,3,0,3,0,2012-10-20,31,2.21,3.26,2.91,2012,serie-b,2,2,0,2,0,0,1,0
WAutjc4t,ABC,Bragantino,1,0,1,0,2012-10-20,31,1.83,3.33,3.88,2012,serie-b,0,0,0,0,1,1,1,1
0pppkHJn,Boa,Guaratingueta,0,1,1,2,2012-10-21,31,1.64,3.49,4.8,2012,serie-b,0,0,0,0,0,0,0,0
4vSB3GYu,Atletico-PR,Guarani,1,1,2,1,2012-10-23,32,1.39,4.21,6.96,2012,serie-b,0,0,0,0,0,0,0,0
IsWF2zln,America RN,Joinville,3,1,4,0,2012-10-23,32,2.52,3.21,2.53,2012,serie-b,2,2,2,2,0,0,0,0
MaYhmela,Goias,ASA,4,0,4,0,2012-10-23,32,1.31,4.66,8.05,2012,serie-b,0,0,0,0,1,1,1,1
UPy1oZIB,Sao Caetano,Betim,1,1,2,1,2012-10-23,32,1.36,4.33,7.31,2012,serie-b,0,0,0,0,0,0,0,0
vcKO0EIb,CRB,Vitoria,0,1,1,2,2012-10-23,32,3.58,3.3,1.92,2012,serie-b,2,2,2,2,1,1,1,1
z3xcnF35,Criciuma,Barueri,3,4,7,2,2012-10-23,32,1.36,4.49,7.12,2012,serie-b,0,0,0,0,0,0,0,0
06LK1f3h,Bragantino,Avai,1,0,1,0,2012-10-24,32,2.03,3.29,3.29,2012,serie-b,2,2,2,2,0,0,0,0
8Gz5pgYH,Guaratingueta,ABC,2,1,3,0,2012-10-24,32,2.3,3.22,2.79,2012,serie-b,2,2,2,2,0,0,0,0
lSi2qDmO,America MG,Boa,3,2,5,0,2012-10-24,32,1.8,3.36,4.02,2012,serie-b,0,0,0,0,1,1,1,1
SIj6rX2U,Ceara,Parana,0,1,1,2,2012-10-24,32,1.64,3.55,4.68,2012,serie-b,0,0,2,0,0,0,1,0
h0pbFDXi,ABC,Goias,3,2,5,0,2012-10-26,33,3.39,3.36,1.97,2012,serie-b,2,2,2,2,0,0,0,0
xh2BiAuo,Vitoria,Sao Caetano,0,1,1,2,2012-10-26,33,1.77,3.49,4.03,2012,serie-b,0,0,2,0,0,0,1,0
0Qm6Di24,ASA,Bragantino,1,1,2,1,2012-10-27,33,1.8,3.37,3.99,2012,serie-b,0,0,0,0,0,0,0,0
8WOSaYX4,Joinville,America MG,2,2,4,1,2012-10-27,33,1.78,3.46,4.0,2012,serie-b,0,2,0,0,0,0,0,0
E9ofGgIo,Atletico-PR,Guaratingueta,3,0,3,0,2012-10-27,33,1.32,4.67,7.92,2012,serie-b,0,0,0,0,1,1,1,1
nNNWbhmB,Avai,Parana,3,1,4,0,2012-10-27,33,1.8,3.42,4.01,2012,serie-b,0,2,0,2,1,0,1,0
nNq2EXnb,Boa,Ceara,1,0,1,0,2012-10-27,33,1.94,3.42,3.43,2012,serie-b,2,2,2,2,0,0,0,0
tMGucWHN,Barueri,America RN,2,3,5,2,2012-10-27,33,1.91,3.44,3.44,2012,serie-b,2,2,2,2,1,1,1,1
UoDybC2H,Guarani,Criciuma,1,2,3,2,2012-10-27,33,2.66,3.21,2.4,2012,serie-b,2,2,0,2,1,1,0,1
zqGqdjXT,Betim,CRB,3,2,5,0,2012-10-27,33,1.86,3.35,3.76,2012,serie-b,2,2,2,2,0,0,0,0
0lSl5T9p,America MG,ASA,0,1,1,2,2012-10-31,34,1.71,3.49,4.36,2012,serie-b,0,0,2,0,0,0,1,0
rkwBCBHA,Goias,Betim,4,0,4,0,2012-10-31,34,1.27,4.93,9.06,2012,serie-b,0,0,0,0,1,1,1,1
SfKzTW1i,Parana,ABC,1,2,3,2,2012-10-31,34,1.82,3.34,3.93,2012,serie-b,0,1,1,1,0,0,0,0
2DCmQUoA,CRB,Barueri,2,1,3,0,2012-11-03,34,2.23,3.25,2.88,2012,serie-b,0,0,0,0,1,1,1,1
EiWh4mPj,Ceara,Avai,0,1,1,2,2012-11-03,34,1.77,3.45,4.02,2012,serie-b,2,0,2,0,1,0,1,0
f7kM991T,Guaratingueta,Guarani,2,1,3,0,2012-11-03,34,2.37,3.2,2.71,2012,serie-b,2,0,2,2,0,1,0,0
GGjIAknN,Sao Caetano,Atletico-PR,1,3,4,2,2012-11-03,34,2.45,3.21,2.63,2012,serie-b,2,2,0,2,1,1,0,1
MuxFBVWG,Criciuma,Joinville,2,3,5,2,2012-11-03,34,1.78,3.47,3.98,2012,serie-b,0,0,2,0,0,0,1,0
OMDqRAW3,Bragantino,Vitoria,3,0,3,0,2012-11-03,34,2.73,3.18,2.37,2012,serie-b,2,2,2,2,0,0,0,0
6oJvSjHc,America RN,Boa,4,4,8,1,2012-11-04,34,1.76,3.47,4.07,2012,serie-b,0,0,0,0,0,0,0,0
2DYIuAoc,Atletico-PR,America RN,1,1,2,1,2012-11-06,35,1.38,4.3,6.97,2012,serie-b,0,0,0,0,0,0,0,0
8AFeO8GM,Criciuma,Sao Caetano,0,2,2,2,2012-11-06,35,2.37,3.24,2.71,2012,serie-b,0,0,2,0,0,0,1,0
dzCiPl1G,Joinville,Guaratingueta,2,1,3,0,2012-11-06,35,1.54,3.79,5.37,2012,serie-b,0,0,0,0,1,1,1,1
hriSInvp,Barueri,Ceara,0,0,0,1,2012-11-06,35,2.11,3.34,3.07,2012,serie-b,2,2,2,2,0,0,0,0
jZ40NSVS,Guarani,ASA,2,1,3,0,2012-11-06,35,1.81,3.36,3.98,2012,serie-b,2,2,0,2,0,0,1,0
08fzHQ8d,Vitoria,America MG,5,3,8,0,2012-11-07,35,1.54,3.75,5.38,2012,serie-b,0,2,0,0,1,0,1,1
AwxRwlG9,Boa,Goias,2,2,4,1,2012-11-07,35,3.44,3.4,1.92,2012,serie-b,2,2,2,2,0,0,0,0
GGxNvU03,ABC,Avai,1,2,3,2,2012-11-07,35,2.04,3.3,3.25,2012,serie-b,2,0,2,2,1,0,1,1
lUzVx8VF,CRB,Parana,0,2,2,2,2012-11-07,35,2.0,3.31,3.35,2012,serie-b,2,2,2,2,1,1,1,1
MHeWH6gj,Betim,Bragantino,2,1,3,0,2012-11-07,35,2.33,3.23,2.75,2012,serie-b,2,2,2,2,0,0,0,0
0SEaJJUf,Sao Caetano,Boa,4,2,6,0,2012-11-09,36,1.48,3.8,6.02,2012,serie-b,0,0,0,0,1,1,1,1
pGl3wuMQ,Bragantino,Joinville,1,0,1,0,2012-11-09,36,2.11,3.33,3.03,2012,serie-b,2,2,2,2,0,0,0,0
2iabvL6K,America RN,Criciuma,1,4,5,2,2012-11-10,36,2.39,3.29,2.64,2012,serie-b,2,2,0,2,1,1,0,1
65FeKaFl,Avai,Guarani,1,0,1,0,2012-11-10,36,1.99,3.26,3.38,2012,serie-b,0,0,0,0,1,1,1,1
6JfUYbUs,ASA,Atletico-PR,2,3,5,2,2012-11-10,36,3.57,3.43,1.87,2012,serie-b,2,2,2,2,1,1,1,1
df88Hca7,America MG,ABC,3,3,6,1,2012-11-10,36,2.14,3.26,3.06,2012,serie-b,0,0,2,0,0,0,0,0
EVI3Iwp1,Guaratingueta,Vitoria,1,0,1,0,2012-11-10,36,3.05,3.25,2.14,2012,serie-b,2,2,2,2,0,0,0,0
O00fu1iE,Parana,Betim,2,0,2,0,2012-11-10,36,1.81,3.41,3.9,2012,serie-b,0,0,0,0,1,1,1,1
SEGiLu0r,Goias,Barueri,3,0,3,0,2012-11-10,36,1.24,5.21,9.71,2012,serie-b,0,0,0,0,1,1,1,1
zo7CGHED,Ceara,CRB,1,2,3,2,2012-11-11,36,1.97,3.35,3.37,2012,serie-b,0,0,0,0,0,0,0,0
0tfYXIql,Joinville,Vitoria,1,1,2,1,2012-11-17,37,2.99,3.29,2.16,2012,serie-b,2,2,0,0,0,0,0,0
d8msWdE0,Sao Caetano,Goias,1,1,2,1,2012-11-17,37,1.96,3.37,3.38,2012,serie-b,2,2,2,2,0,0,0,0
dW15WQPt,Boa,ABC,0,0,0,1,2012-11-17,37,2.56,2.5,3.17,2012,serie-b,1,0,2,2,1,0,0,0
ncGZym2J,Parana,ASA,2,0,2,0,2012-11-17,37,1.79,3.42,4.02,2012,serie-b,0,0,0,0,1,1,1,1
QmFwy7HP,America RN,America MG,1,1,2,1,2012-11-17,37,2.15,3.33,2.96,2012,serie-b,0,2,2,2,0,0,0,0
rPkgTfbJ,Ceara,Bragantino,1,2,3,2,2012-11-17,37,2.91,3.28,2.2,2012,serie-b,0,0,0,0,0,0,0,0
ULokUzqD,Betim,Guaratingueta,2,3,5,2,2012-11-17,37,3.07,3.32,2.1,2012,serie-b,2,2,2,2,1,1,1,1
vXhxXxaf,Criciuma,Atletico-PR,0,0,0,1,2012-11-17,37,2.45,3.26,2.57,2012,serie-b,0,0,2,2,0,0,0,0
zanoVGT6,Barueri,Avai,2,0,2,0,2012-11-17,37,2.86,3.24,2.25,2012,serie-b,2,2,2,2,0,0,0,0
zN09Vpum,CRB,Guarani,2,1,3,0,2012-11-17,37,2.11,3.27,3.11,2012,serie-b,2,0,2,2,0,1,0,0
0UoZPt9O,Vitoria,Ceara,1,1,2,1,2012-11-24,38,1.32,4.55,8.03,2012,serie-b,0,0,0,0,0,0,0,0
42hQR2vC,Guaratingueta,Barueri,2,1,3,0,2012-11-24,38,1.46,3.98,6.08,2012,serie-b,0,0,0,0,1,1,1,1
AuFirOOh,ASA,CRB,2,4,6,2,2012-11-24,38,2.48,3.26,2.55,2012,serie-b,0,0,0,0,0,0,0,0
EXZGlQoP,Atletico-PR,Parana,1,1,2,1,2012-11-24,38,1.47,3.86,6.27,2012,serie-b,0,0,0,0,0,0,0,0
IojEU4fg,Goias,Joinville,2,1,3,0,2012-11-24,38,1.55,3.74,5.3,2012,serie-b,0,0,0,0,1,1,1,1
lQQrppft,ABC,America RN,2,2,4,1,2012-11-24,38,2.2,3.28,2.93,2012,serie-b,2,2,0,2,0,0,0,0
MwmVQMgI,America MG,Betim,3,1,4,0,2012-11-24,38,1.49,3.89,5.83,2012,serie-b,0,0,0,0,1,1,1,1
QBgMSrP5,Guarani,Sao Caetano,1,2,3,2,2012-11-24,38,2.48,3.27,2.55,2012,serie-b,2,2,2,2,1,1,1,1
WlfITO9a,Avai,Criciuma,1,1,2,1,2012-11-24,38,2.31,3.3,2.72,2012,serie-b,2,2,0,2,0,0,0,0
WlGmq49n,Bragantino,Boa,3,0,3,0,2012-11-24,38,1.36,4.31,7.49,2012,serie-b,2,2,0,2,0,0,1,0
6ck2STwO,Icasa,Sport Recife,2,1,3,0,2013-05-25,1,2.34,3.22,2.74,2013,serie-b,1,1,1,1,0,0,0,0
CzjbT9OH,Joinville,Bragantino,3,0,3,0,2013-05-25,1,2.01,3.31,3.3,2013,serie-b,1,1,1,1,0,0,0,0
dtXNqV8b,Paysandu PA,ASA,1,1,2,1,2013-05-25,1,2.07,3.28,3.21,2013,serie-b,1,1,1,1,1,1,1,1
G8dkVVg5,Boa,Chapecoense-SC,1,4,5,2,2013-05-25,1,2.27,3.14,2.96,2013,serie-b,1,1,1,1,0,0,0,0
OEJGoivn,Sao Caetano,Ceara,0,0,0,1,2013-05-25,1,2.26,3.26,2.83,2013,serie-b,1,1,1,1,1,1,1,1
pOKCnXOu,Palmeiras,Atletico GO,1,0,1,0,2013-05-25,1,1.71,3.44,4.46,2013,serie-b,1,1,1,1,0,0,0,0
xIcoWBva,Oeste,Avai,1,1,2,1,2013-05-25,1,2.79,3.23,2.29,2013,serie-b,1,1,1,1,1,1,1,1
YqifUk9B,Figueirense,America RN,3,2,5,0,2013-05-25,1,1.61,3.6,4.96,2013,serie-b,1,1,1,1,0,0,0,0
IkYJpBgh,Guaratingueta,America MG,1,0,1,0,2013-05-26,1,2.55,3.26,2.48,2013,serie-b,1,1,1,1,0,0,0,0
K0g6RmgU,ABC,Parana,0,2,2,2,2013-05-26,1,2.08,3.21,3.25,2013,serie-b,1,1,1,1,0,0,0,0
b9ggaA8o,Parana,Sao Caetano,0,0,0,1,2013-05-28,2,1.94,3.31,3.5,2013,serie-b,0,0,1,0,0,0,1,0
AqccbUNi,Atletico GO,Joinville,2,1,3,0,2013-05-29,2,1.79,3.44,3.97,2013,serie-b,2,2,2,2,0,0,0,0
h8n2clwb,Bragantino,Boa,0,1,1,2,2013-05-29,2,1.5,3.92,5.65,2013,serie-b,1,2,0,1,0,1,0,0
h8QWs9wB,America MG,Figueirense,2,4,6,2,2013-05-29,2,2.27,3.24,2.82,2013,serie-b,2,2,0,2,1,1,0,1
nVPzsThH,Avai,Guaratingueta,2,1,3,0,2013-05-29,2,1.47,3.94,6.05,2013,serie-b,2,1,2,2,0,0,0,0
p65BzRVp,America RN,Icasa,1,1,2,1,2013-05-29,2,2.11,3.27,3.12,2013,serie-b,2,1,2,2,0,1,0,0
QLOvtm8N,Chapecoense-SC,Oeste,1,1,2,1,2013-05-29,2,1.63,3.58,4.85,2013,serie-b,0,0,1,0,0,0,1,0
rcJqu7NT,Ceara,Paysandu PA,1,0,1,0,2013-05-29,2,1.67,3.56,4.53,2013,serie-b,1,2,0,1,0,0,1,0
v5MSrkO4,ASA,Palmeiras,0,3,3,2,2013-05-29,2,3.12,3.24,2.11,2013,serie-b,2,1,2,2,1,0,1,1
Wbo6d8h4,Sport Recife,ABC,1,0,1,0,2013-05-29,2,1.64,3.56,4.73,2013,serie-b,1,0,1,0,0,1,0,1
0YkAeS7A,Oeste,Parana,1,0,1,0,2013-06-01,3,2.63,3.19,2.45,2013,serie-b,2,1,2,2,0,0,0,0
4SXyARM3,Bragantino,Guaratingueta,2,0,2,0,2013-06-01,3,1.82,3.38,3.91,2013,serie-b,2,2,2,2,0,0,0,0
hWUllp0p,Icasa,Avai,3,4,7,2,2013-06-01,3,2.4,3.17,2.69,2013,serie-b,1,1,1,1,0,0,0,0
IVyt9oxA,Paysandu PA,America RN,1,1,2,1,2013-06-01,3,2.07,3.35,3.09,2013,serie-b,1,2,0,1,1,0,0,1
MmvJg6xN,Figueirense,Sport Recife,3,2,5,0,2013-06-01,3,1.77,3.5,4.0,2013,serie-b,0,0,2,0,1,1,0,1
WEZTBmhi,Palmeiras,America MG,0,1,1,2,2013-06-01,3,1.38,4.15,7.47,2013,serie-b,0,0,0,0,0,0,0,0
WMThm4Fj,ABC,Ceara,1,1,2,1,2013-06-01,3,2.84,3.2,2.3,2013,serie-b,2,2,2,2,0,0,0,0
zirNhQiT,Joinville,ASA,2,0,2,0,2013-06-01,3,1.47,3.9,6.09,2013,serie-b,0,0,0,0,1,1,1,1
A5YXA77c,Sao Caetano,Chapecoense-SC,0,1,1,2,2013-06-02,3,2.55,3.2,2.55,2013,serie-b,2,2,0,2,1,1,0,1
vPlEfnNG,Boa,Atletico GO,0,0,0,1,2013-06-02,3,2.94,3.14,2.27,2013,serie-b,1,1,2,2,1,1,0,0
086JM469,Guaratingueta,Sport Recife,1,4,5,2,2013-06-05,4,2.77,3.2,2.35,2013,serie-b,1,2,0,2,0,1,0,1
0fRp85iG,Oeste,Ceara,2,1,3,0,2013-06-05,4,2.26,3.13,2.97,2013,serie-b,1,0,2,1,0,1,0,0
4tDAOQyc,Palmeiras,Avai,2,1,3,0,2013-06-05,4,1.61,3.73,4.81,2013,serie-b,2,2,0,0,0,0,1,1
8KUh6qMS,Figueirense,Chapecoense-SC,0,2,2,2,2013-06-05,4,1.88,3.39,3.65,2013,serie-b,0,0,2,1,0,0,1,0
ATGK13Uq,Joinville,America RN,3,1,4,0,2013-06-05,4,1.47,4.0,5.95,2013,serie-b,0,0,0,0,1,1,1,1
hh6P0Nqj,Icasa,America MG,1,2,3,2,2013-06-05,4,2.0,3.32,3.35,2013,serie-b,0,0,2,0,0,0,1,0
jwPSasad,ABC,Bragantino,1,1,2,1,2013-06-05,4,2.13,3.31,3.05,2013,serie-b,2,2,1,2,0,0,1,0
rXBENpi3,Sao Caetano,Atletico GO,4,2,6,0,2013-06-05,4,2.67,3.19,2.43,2013,serie-b,2,2,0,2,0,0,1,0
